Director_ID;Movie_ID;First_name;Surname
133;133;Andrew;Haigh    
134;134;Bill;Ross IV   
135;135;Johannes;Roberts    
136;136;Johannes;Roberts    
137;137;Carl;Rinsch    
138;138;Michael;Apted    
139;139;Andrew;Nackman    
140;140;Emad;Burnat    
141;141;Renny;Harlin    
142;142;Richard;Loncraine    
143;143;Danny;Buday    
144;144;Victor;Levin    
145;145;Peter;Segal    
146;146;Jonathan;Levine    
147;147;Doug;Block    
148;148;Sophie;Hyde    
149;149;Michael;Apted    
150;150;François;Ozon    
151;151;Marja;Lewis Ryan   
152;152;Toa;Fraser    
153;153;Blayne;Weaver    
154;154;Björn;Stein    
155;155;Michael;Bay    
156;156;Michael;Apted    
157;157;Vikram;Gandhi    
158;158;Pen-Ek;Ratanaruang    
159;159;Juan;Carlos Maneglia   
160;160;Bob;Byington    
161;161;José;Padilha    
162;162;Steve;Rosenbaum    
163;163;Jay;Martin    
164;164;Alexandre;Moratto    
165;165;Yann;Demange    
166;166;Michael;Haneke    
167;167;Patrick;Vollrath    
168;168;Hao;Wu    
169;169;Alexandre;O. Philippe   
170;170;Peter;Greenaway    
171;171;Curtis;Hanson    
172;172;François;Ozon    
173;173;Reed;Cowan    
174;174;Álex;de la Iglesia  
175;175;Jon;Avnet    
176;176;Shane;Acker    
177;177;Lab;Ky Mo   
178;178;Michael;Winterbottom    
179;179;Michael;Polish    
180;180;Tom;Caltabiano    
181;181;Aimee;Lagos    
182;182;Ramin;Bahrani    
183;183;Aaron;Aites    
184;184;Jon;Lucas    
185;185;Brian;Crano    
186;186;Christian;Duguay    
187;187;Jeff;Howlett    
188;188;Marielle;Heller    
189;189;Alejandro;Chomski    
190;190;Ron;Howard    
191;191;Chris;Weitz    
192;192;Luca;Guadagnino    
193;193;Rob;Meyer    
194;194;Eran;Riklis    
195;195;Thierry;Binisti    
196;196;Gil;Kenan    
197;197;Sara;Hirsh Bordo   
198;198;Patrick;Wang    
199;199;Patrick;Wang    
200;200;Morgan;Matthews    
201;201;Lydia;Dean Pilcher   
202;202;Kat;Coiro    
203;203;Alain;Gagnol    
204;204;Robert;Zemeckis    
205;205;Arnaud;Desplechin    
206;206;Jonas;Carpignano    
207;207;Mark;Rosman    
208;208;Jan;Ole Gerster   
209;209;Éléonore;Faucher    
210;210;Alonso;Ruiz Palacios   
211;211;Anna;Axster    
212;212;Trevor;White    
213;213;Gore;Verbinski    
214;214;David;Cronenberg    
215;215;Simon;Fellows    
216;216;Sergio;Arau    
217;217;Richard;LaGravenese    
218;218;Thomas;Balmes    
219;219;John;Waters    
220;220;Gail;Mancuso    
221;221;Lasse;Hallstrom    
222;222;Charles;Martin Smith   
223;223;Louis;Garrel    
224;224;Tyler;Perry    
225;225;Helen;Lesnick    
226;226;Tom;Fassaert    
227;227;Mark;Williams    
228;228;Chris;Hopewell    
229;229;Sebastián;Lelio    
230;230;Ben;Wheatley    
231;231;Yael;Hersonski    
232;232;Maria;Sole Tognazzi   
233;233;Helmut;Schleppi    
234;234;Samantha;Grant    
235;235;David;Wain    
236;236;Sophie;Deraspe    
237;237;David;Lowery    
238;238;Amy;S. Weber   
239;239;Kôji;Fukada    
240;240;Ana;Lily Amirpour   
241;241;Roman;Coppola    
242;242;Rodney;Ascher    
243;243;Katherine;Dieckmann    
244;244;John;Moore    
245;245;Alex;Gregory    
246;246;Mike;Barker    
247;247;Abner;Pastoll    
248;248;Ridley;Scott    
249;249;Erik;Nelson    
250;250;Dito;Montiel    
251;251;Chris;Koch    
252;252;Judy;Greer    
253;253;Seong-hoon;Kim    
254;254;Michael;Tiddes    
255;255;Michael;Tiddes    
256;256;Terrence;Malick    
257;257;Tobias;Lindholm    
258;258;David;Cronenberg    
259;259;Lukas;Moodysson    
260;260;Richard;Ledes    
261;261;Tom;Tykwer    
262;262;Michael;Mayer    
263;263;Chuck;Workman    
264;264;Claude;Berri    
265;265;Parvez;Sharma    
266;266;Denzel;Washington    
267;267;Silas;Howard    
268;268;Andy;Goddard    
269;269;Brian;Helgeland    
270;270;Siew;Hua Yeo   
271;271;Yaron;Zilberman    
272;272;Christopher;Browne    
273;273;Daniel;Junge    
274;274;Hiroyuki;Okiura    
275;275;Bruce;Weber    
276;276;Benjamin;Timlett    
277;277;Nicole;Kassell    
278;278;Alan;Rickman    
279;279;Michael;J. Weithorn   
280;280;Pascal;Chaumeil    
281;281;Nigel;Cole    
282;282;David;Guy Levy   
283;283;Sydney;Macartney    
284;284;Shainee;Gabel    
285;285;F.;Gary Gray   
286;286;Hannes;Holm    
287;287;Brent;Pierson    
288;288;Chris;Kennedy    
289;289;Varon;Bonicos    
290;290;Jonathan;Demme    
291;291;Bernard;Rapp    
292;292;Tristram;Shapeero    
293;293;Casey;Wilder Mott   
294;294;Michael;Winterbottom    
295;295;Christopher;Guest    
296;296;Sam;Taylor-Johnson    
297;297;Seth;MacFarlane    
298;298;Juan;Antonio Bayona   
299;299;Rodrigo;Plá    
300;300;J.C.;Chandor    
301;301;Anton;Corbijn    
302;302;Amy;Koppelman    
303;303;Brandon;Kimber    
304;304;Emilio;Aragón    
305;305;Samuel;Bayer    
306;306;Fernando;León de Aranoa  
307;307;David;Twohy    
308;308;John;D. Hancock   
309;309;Roy;Andersson    
310;310;Kristi;Jacobson    
311;311;Les;Blank    
312;312;Robert;Altman    
313;313;Jean-Stéphane;Sauvaire    
314;314;Joan;Carr-Wiggin    
315;315;Matthew;Heineman    
316;316;Patrice;Leconte    
317;317;Jacques;Audiard    
318;318;Terence;Davies    
319;319;John;Krasinski    
320;320;John;Krasinski    
321;321;Woody;Allen    
322;322;Catherine;Breillat    
323;323;Mark;Grieco    
324;324;Kalyanee;Mam    
325;325;Shane;Meadows    
326;326;Nikolaj;Arcel    
327;327;Julian;Jarrold    
328;328;Peter;O'Fallon    
329;329;Richard;Linklater    
330;330;Mahamat-Saleh;Haroun    
331;331;Claude;Miller    
332;332;Chris;Bolan    
333;333;Asghar;Farhadi    
334;334;Ethan;Coen    
335;335;Richard;Phelan    
336;336;Michael;Maren    
337;337;Michael;Corrente    
338;338;Jeffrey;Jacobs    
339;339;Federico;Hidalgo    
340;340;Naoko;Yamada    
341;341;Paul;Feig    
342;342;Ann;Hui    
343;343;Tom;Ford    
344;344;David;M. Rosenthal   
345;345;Parvez;Sharma    
346;346;Denis;Côté    
347;347;Toni;Kalem    
348;348;Hans;Petter Moland   
349;349;Bille;August    
350;350;Peter;Hyams    
351;351;Van;Neistat    
352;352;Bradley;Cooper    
353;353;Daniel;Gordon    
354;354;Roger;Spottiswoode    
355;355;Natalie;Portman    
356;356;Ji-woon;Kim    
357;357;Manoel;de Oliveira   
358;358;Hun;Jang    
359;359;Hannah;Fidell    
360;360;Ramona;S. Diaz   
361;361;Julián;Hernández    
362;362;Brian;Robbins    
363;363;Wayne;Wang    
364;364;Bahman;Ghobadi    
365;365;Zhang;Ke Jia   
366;366;Stéphane;Aubier    
367;367;Amma;Asante    
368;368;Donal;MacIntyre    
369;369;Todd;Strauss-Schulson    
370;370;Jean-Pierre;Jeunet    
371;371;Sarah;Daggar-Nickson    
372;372;Scott;Frank    
373;373;Ken;Kwapis    
374;374;Adam;Shankman    
375;375;Tobias;Lindholm    
376;376;Michael;F. Sears   
377;377;Roman;White    
378;378;Megumi;Sasaki    
379;379;Hlynur;Palmason    
380;380;Fernando;Coimbra    
381;381;Max;Färberböck    
382;382;Jean-Luc;Godard    
383;383;Yimou;Zhang    
384;384;Elisabeth;Subrin    
385;385;Stéphane;Brizé    
386;386;Ava;DuVernay    
387;387;Anahí;Berneri    
388;388;Stu;Zicherman    
389;389;Steven;Spielberg    
390;390;Oliver;Daly    
391;391;Josh;Gilbert    
392;392;Fabrice;Cazeneuve    
393;393;Benoît;Jacquot    
394;394;Bertrand;Tavernier    
395;395;Karyn;Kusama    
396;396;Daniel;A. Miller   
397;397;Brian;Shoaf    
398;398;Steve;James    
399;399;Stephen;Gaghan    
400;400;Darren;Lynn Bousman   
401;401;Abbas;Kiarostami    
402;402;Krutin;Patel    
403;403;Aharon;Keshales    
404;404;John;Singleton    
405;405;Chris;Sheridan    
406;406;Fernando;Grostein Andrade   
407;407;Hans;Petter Moland   
408;408;Lee;Isaac Chung   
409;409;Jill;Culton    
410;410;Tracy;Droz Tragos   
411;411;Chris;Weitz    
412;412;Gerard;Stembridge    
413;413;Jesse;Zwick    
414;414;Stephen;Elliott    
415;415;Asghar;Farhadi    
416;416;Roy;Andersson    
417;417;Steve;Pink    
418;418;Alexander;Payne    
419;419;Richard;Curtis    
420;420;Roberta;Grossman    
421;421;Phillip;Noyce    
422;422;Timur;Bekmambetov    
423;423;Katharina;Otto-Bernstein    
424;424;Terry;Jones    
425;425;Mandie;Fletcher    
426;426;Angus;MacLachlan    
427;427;Catherine;Breillat    
428;428;Radu;Ciorniciuc    
429;429;Steve;Pink    
430;430;Matthew;Ornstein    
431;431;David;O. Russell   
432;432;Julie;Taymor    
433;433;Mike;McCoy    
434;434;Tim;Kirkby    
435;435;Jack;Bryan    
436;436;Mike;Ott    
437;437;Robert;Greene    
438;438;Rosemary;Rodriguez    
439;439;James;Gray    
440;440;Max;Mayer    
441;441;Rhys;Ernst    
442;442;Craig;Chester    
443;443;Paul;Schrader    
444;444;Anders;Thomas Jensen   
445;445;Roger;Gnoan M'Bala   
446;446;Spike;Jonze    
447;447;Bille;Woodruff    
448;448;Jamie;Babbit    
449;449;Charles;Evans Jr.   
450;450;Paul;Weitz    
451;451;Logan;Marshall-Green    
452;452;Atom;Egoyan    
453;453;Anne;Fontaine    
454;454;Marco;Filiberti    
455;455;Shinobu;Yaguchi    
456;456;Baltasar;Kormákur    
457;457;Ross;Katz    
458;458;Rachel;Tunnard    
459;459;Scott;Coffey    
460;460;Lina;Plioplyte    
461;461;Jennifer;Phang    
462;462;Greg;Mottola    
463;463;Ari;Gold    
464;464;;    
465;465;Ken;Loach    
466;466;Radu;Jude    
467;467;Kevin;Asch    
468;468;Havana;Marking    
469;469;Alastair;Fothergill    
470;470;Pieter;Gaspersz    
471;471;Jenny;Gage    
472;472;Jon;Kean    
473;473;M.;Night Shyamalan   
474;474;Hannah;Marks    
475;475;Eric;Schaeffer    
476;476;Jessica;Sanders    
477;477;Joachim;Lafosse    
478;478;Davide;Ferrario    
479;479;Emily;Taguchi    
480;480;Alexander;H. Browne   
481;481;John;Huddles    
482;482;Saar;Klein    
483;483;Lucas;Belvaux    
484;484;Hirokazu;Koreeda    
485;485;Brett;Ratner    
486;486;Susanne;Bier    
487;487;Bart;Freundlich    
488;488;Lana;Wilson    
489;489;Juan;Feldman    
490;490;Agnieszka;Wojtowicz-Vosloo    
491;491;Andrzej;Wajda    
492;492;Wladyslaw;Pasikowski    
493;493;Peter;Engert    
494;494;Elliott;Lester    
495;495;Jill;Soloway    
496;496;Nancy;Buirski    
497;497;Antonio;Campos    
498;498;Nicolás;López    
499;499;Charles;S. Dutton   
500;500;Arnaud;des Palli   
501;501;Harald;Zwart    
502;502;Kevin;Allen    
503;503;Mickey;Reece    
504;504;Oskar;Roehler    
505;505;Alejandro;Amenábar    
506;506;Robert;Richman    
507;507;Alison;Klayman    
508;508;Andreas;Johnsen    
509;509;Joan;Churchill    
510;510;Jamila;Wignot    
511;511;Max;Färberböck    
512;512;Jacob;Hatley    
513;513;David;Lowery    
514;514;Alexandra;Lipsitz    
515;515;Scandar;Copti    
516;516;Duncan;Roy    
517;517;Doug;Atchison    
518;518;Charles;Officer    
519;519;Chris;Hegedus    
520;520;Guy;Ritchie    
521;521;Pedro;González-Rubio    
522;522;Declan;Lowney    
523;523;Niall;MacCormick    
524;524;Rodrigo;García    
525;525;Rob;Reiner    
526;526;Rob;Cohen    
527;527;Chris;Messina    
528;528;Geoffrey;Sax    
529;529;Craig;Johnson    
530;530;Oliver;Stone    
531;531;Miguel;Arteta    
532;532;Aleksandr;Sokurov    
533;533;Charles;Shyer    
534;534;Michael;Mann    
535;535;Mark;Mylod    
536;536;Claude;Miller    
537;537;Josephine;Mackerras    
538;538;André;Téchiné    
539;539;Tim;Burton    
540;540;Andrew;Neel    
541;541;James;Bobin    
542;542;Chico;Teixeira    
543;543;Matty;Beckerman    
544;544;Anton;Bormatov    
545;545;Jabbar;Raisani    
546;546;R.W.;Goodwin    
547;547;Ridley;Scott    
548;548;John;Schultz    
549;549;James;Cameron    
550;550;Amos;Gitai    
551;551;Robert;Rodriguez    
552;552;Michael;Rossato-Bennett    
553;553;Elie;Wajeman    
554;554;Shunji;Iwai    
555;555;Eva;Vives    
556;556;Phil;Traill    
557;557;Kevin;Bray    
558;558;Martyn;Atkins    
559;559;Chris;Sivertson    
560;560;Joe;Robert Cole   
561;561;Benny;Boom    
562;562;Andrew;Jarecki    
563;563;Colleen;Hennessy    
564;564;Marc;Forster    
565;565;Susan;Walter    
566;566;Lisa;Cortes    
567;567;Douglas;Tirola    
568;568;Phil;Morrison    
569;569;Mia;Hansen-Løve    
570;570;J.C.;Chandor    
571;571;Kenneth;Branagh    
572;572;Eva;Trobisch    
573;573;Theo;Anthony    
574;574;Marc;Meyers    
575;575;Matej;Minac    
576;576;Mike;Leigh    
577;577;Julie;Davis    
578;578;J.C.;Khoury    
579;579;Steve;Gomer    
580;580;Jonathan;Levine    
581;581;Brett;Haley    
582;582;Steven;Zaillian    
583;583;Joe;Swanberg    
584;584;Ridley;Scott    
585;585;Billy;Bob Thornton   
586;586;Stefan;Ruzowitzky    
587;587;James;D. Stern   
588;588;David;Gordon Green   
589;589;Michael;Johnson    
590;590;Michal;Marczak    
591;591;Melissa;B. Miller-Costanzo   
592;592;Colin;Hanks    
593;593;Jenny;Gage    
594;594;Stéphane;Robelin    
595;595;Brett;Haley    
596;596;Katie;Holmes    
597;597;Fabrice;Du Welz   
598;598;Andrea;Kalin    
599;599;Michael;Connors    
600;600;Robert;Zemeckis    
601;601;Scott;Marshall    
602;602;Carlos;Sanchez    
603;603;David;E. Talbert   
604;604;Cameron;Crowe    
605;605;Steve;Hoover    
606;606;Mike;Doyle    
607;607;Michel;Deville    
608;608;Aaron;Wickenden    
609;609;Claudia;Llosa    
610;610;Cameron;Crowe    
611;611;John;Hyams    
612;612;Vincent;Perez    
613;613;Uwe;Boll    
614;614;Eric;Nicholas    
615;615;Lee;Tamahori    
616;616;John;Hamburg    
617;617;Albert;Hughes    
618;618;Anthony;Bell    
619;619;Nick;Cassavetes    
620;620;Giorgos;Lanthimos    
621;621;Emily;Ting    
622;622;Tim;Hill    
623;623;Mike;Mitchell    
624;624;Walt;Becker    
625;625;Betty;Thomas    
626;626;Matthew;Miele    
627;627;Nahnatchka;Khan    
628;628;Jacqueline;Olive    
629;629;Sophia;Takal    
630;630;Rita;Merson    
631;631;Jean-Pierre;Jeunet    
632;632;Brian;McGinn    
633;633;Lee;Hirsch    
634;634;Michael;Apted    
635;635;Alan;Elliott    
636;636;Mira;Nair    
637;637;Costa-Gavras;    
638;638;Bruno;Forzani    
639;639;Darryl;Roberts    
640;640;Aaron;Russo    
641;641;Dinesh;D'Souza    
642;642;Matt;Thompson    
643;643;Laurice;Guillen    
644;644;Matt;D'Elia    
645;645;Bart;Layton    
646;646;Michael;Cuesta    
647;647;Ian;Inaba    
648;648;Michael;Nigro    
649;649;Leslie;Cockburn    
650;650;Anurag;Mehta    
651;651;James;D. Stern   
652;652;Piyush;Dinker Pandya   
653;653;Errol;Morris    
654;654;Paul;Weitz    
655;655;Anne;Hamilton    
656;656;Julia;Reichert    
657;657;David;Heinz    
658;658;Ridley;Scott    
659;659;Aric;Avelino    
660;660;Paul;Rachman    
661;661;Andrea;Arnold    
662;662;David;O. Russell   
663;663;Doug;Liman    
664;664;Nathaniel;Thomas McGill   
665;665;Jen;Soska    
666;666;Les;Mayfield    
667;667;Ewan;McGregor    
668;668;J.B.;Rogers    
669;669;Albert;Hughes    
670;670;Joe;Brewster    
671;671;Mary;Harron    
672;672;Steven;Quale    
673;673;Hayden;Schlossberg    
674;674;Nate;Parker    
675;675;Clint;Eastwood    
676;676;Kenny;Leon    
677;677;Robert;Pulcini    
678;678;Jon;Hart    
679;679;Brian;McGinn    
680;680;Nanette;Burstein    
681;681;Nima;Nourizadeh    
682;682;Andrew;Erwin    
683;683;Tim;Disney    
684;684;Jean-Pierre;Marois    
685;685;Jesse;Dylan    
686;686;Jake;Scott    
687;687;Matt;Harlock    
688;688;Mathieu;Demy    
689;689;Louis;Schwartzberg    
690;690;Joe;Roth    
691;691;John;Sayles    
692;692;Sean;Mullin    
693;693;Francis;Lee    
694;694;Barbet;Schroeder    
695;695;Michael;Polish    
696;696;Randy;Redroad    
697;697;Hemal;Trivedi    
698;698;Alejandro;González Iñárritu   
699;699;Michael;Haneke    
700;700;Jessica;Hausner    
701;701;Cherien;Dabis    
702;702;Shonali;Bose    
703;703;Romola;Garai    
704;704;Nadia;Tass    
705;705;Asif;Kapadia    
706;706;Julie;Davis    
707;707;Joe;Chappelle    
708;708;Eiji;Okuda    
709;709;Frédéric;Fonteyne    
710;710;Lucas;Belvaux    
711;711;William;Olsson    
712;712;David;Zucker    
713;713;Courtney;Solomon    
714;714;Brandon;Trost    
715;715;Éva;Gárdos    
716;716;Rebecca;Zlotowski    
717;717;Lone;Scherfig    
718;718;Bo;Hu    
719;719;Jim;Hosking    
720;720;Barry;Levinson    
721;721;Denys;Arcand    
722;722;Justin;Weinstein    
723;723;Bonni;Cohen    
724;724;Davis;Guggenheim    
725;725;Marilyn;Agrelo    
726;726;Amy;Berg    
727;727;Brad;Silberling    
728;728;Terence;Nance    
729;729;Lasse;Hallstrom    
730;730;Henriette;Mantel    
731;731;Georgina;Riedel    
732;732;Dwight;H. Little   
733;733;Harold;Ramis    
734;734;Henry;Miller    
735;735;Catherine;Breillat    
736;736;Carlos;Marques-Marcet    
737;737;Adam;McKay    
738;738;Adam;McKay    
739;739;Steven;Soderbergh    
740;740;Zack;Bernbaum    
741;741;Claude;Lelouch    
742;742;Rob;Reiner    
743;743;Levan;Akin    
744;744;Kat;Coiro    
745;745;Cindy;Kleine    
746;746;Ric;Burns    
747;747;Tim;Blake Nelson   
748;748;Luis;Mandoki    
749;749;Ric;Roman Waugh   
750;750;Kim;Farrant    
751;751;Luc;Besson    
752;752;Ron;Howard    
753;753;James;Longley    
754;754;Gaby;Dellal    
755;755;Tim;McCanlies    
756;756;Vivian;Qu    
757;757;Peter;Segal    
758;758;Hugo;Lilja    
759;759;Steve;Buscemi    
760;760;David;Michôd    
761;761;Collin;Schiffli    
762;762;Freida;Lee Mock   
763;763;Ian;McCrudden    
764;764;Jorge;Dorado    
765;765;Luc;Besson    
766;766;John;McPhail    
767;767;Joe;Wright    
768;768;John;R. Leonetti   
769;769;Gary;Dauberman    
770;770;David;F. Sandberg   
771;771;Justin;Lin    
772;772;Kazik;Radwanski    
773;773;Leos;Carax    
774;774;Will;Gluck    
775;775;Alex;Garland    
776;776;Charlie;Kaufman    
777;777;Andrew;Niccol    
778;778;Roland;Emmerich    
779;779;Mike;Cahill    
780;780;Carson;D. Mell   
781;781;Todd;Stephens    
782;782;Sam;Levinson    
783;783;Danae;Elon    
784;784;Thomas;Vinterberg    
785;785;Mike;Leigh    
786;786;Matthew;Leutwyler    
787;787;Anthony;Powell    
788;788;Luc;Jacquet    
789;789;Christopher;Renz    
790;790;Edward;Burtynsky    
791;791;Sean;Ellis    
792;792;Danny;Perez    
793;793;Christian;Alvart    
794;794;Lars;von Trier   
795;795;Peter;Howitt    
796;796;Brandon;Cronenberg    
797;797;Scott;Cooper    
798;798;Peyton;Reed    
799;799;Peyton;Reed    
800;800;Dover;Koshashvili    
801;801;Denzel;Washington    
802;802;Sacha;Gervasi    
803;803;Travis;Fine    
804;804;Timothy;McNeil    
805;805;Robert;Cary    
806;806;Woody;Allen    
807;807;Francis;Ford Coppola   
808;808;Francis;Ford Coppola   
809;809;Mel;Gibson    
810;810;Todd;Douglas Miller   
811;811;Gonzalo;López-Gallego    
812;812;Gareth;Evans    
813;813;Ed;Harris    
814;814;Martin;Zandvliet    
815;815;Shinji;Aramaki    
816;816;Junfeng;Boo    
817;817;Amanda;Wilder    
818;818;Mark;Elijah Rosenberg   
819;819;Desiree;Akhavan    
820;820;Pierre;Salvadori    
821;821;Christian;Desmares    
822;822;Trish;Doolan    
823;823;Dave;Willis    
824;824;Antonio;Méndez Esparza   
825;825;James;Wan    
826;826;Elizabeth;Allen    
827;827;Victor;Kossakovsky    
828;828;Kleber;Mendonça Filho   
829;829;Miguel;Gomes    
830;830;Miguel;Gomes    
831;831;Miguel;Gomes    
832;832;Affonso;Uchoa    
833;833;Travis;Klose    
834;834;Atom;Egoyan    
835;835;Margot;Benacerraf    
836;836;Nicholas;Jarecki    
837;837;Adam;Egypt Mortimer   
838;838;Joanna;Hogg    
839;839;Joe;Penna    
840;840;Adam;Ravetch    
841;841;Pablo;Fendrik    
842;842;Steve;Carr    
843;843;Brian;Levant    
844;844;Matthew;Weiner    
845;845;Dario;Argento    
846;846;Ben;Affleck    
847;847;Nicolas;Rossier    
848;848;Jonathan;Watson    
849;849;Clark;Duke    
850;850;Janus;Metz Pedersen   
851;851;Nimród;Antal    
852;852;David;Fairhead    
853;853;Sarah;Goodman    
854;854;Zack;Snyder    
855;855;Matthias;Schweighöfer    
856;856;Danniel;Danniel    
857;857;Jordan;Roberts    
858;858;Frank;Coraci    
859;859;Iván;Zulueta    
860;860;Denis;Villeneuve    
861;861;Steven;C. Miller   
862;862;Doug;Pray    
863;863;Jennifer;Grausman    
864;864;Victor;Kanefsky    
865;865;Terry;Zwigoff    
866;866;Kenneth;Branagh    
867;867;Jason;Winer    
868;868;Luc;Besson    
869;869;Barry;Cook    
870;870;Dante;Ariola    
871;871;John;Erick Dowdle   
872;872;James;Franco    
873;873;Leyla;Bouzid    
874;874;Miles;Joris-Peyrafitte    
875;875;Ryûsuke;Hamaguchi    
876;876;Jessica;Kingdon    
877;877;Zhang;Ke Jia   
878;878;Edward;Burns    
879;879;Tony;McNamara    
880;880;Marius;A. Markevicius   
881;881;Ruthy;Pribar    
882;882;Ryan;White    
883;883;Robert;Towne    
884;884;Dan;Verete    
885;885;Chris;Nelson    
886;886;Sam;Levinson    
887;887;Robert;Duvall    
888;888;Ryan;White    
889;889;Isaac;Florentine    
890;890;Justin;Kurzel    
891;891;Jean-François;Richet    
892;892;Elliot;Greenebaum    
893;893;David;Bowers    
894;894;Shelagh;McLeod    
895;895;David;Mackenzie    
896;896;Ramin;Bahrani    
897;897;Frederick;Wiseman    
898;898;Julian;Schnabel    
899;899;Adam;Rodgers    
900;900;Nicholas;McCarthy    
901;901;Dan;Stone    
902;902;Anh;Hung Tran   
903;903;Maisie;Crow    
904;904;Stéphane;Brizé    
905;905;Zacharias;Kunuk    
906;906;Bonni;Cohen    
907;907;Chris;Robinson    
908;908;Mati;Diop    
909;909;Valentyn;Vasyanovych    
910;910;Gary;Trousdale    
911;911;John;Putch    
912;912;James;Manera    
913;913;Paul;Johansson    
914;914;David;Brooks    
915;915;David;Leitch    
916;916;Joe;Wright    
917;917;Joe;Cornish    
918;918;Athina;Rachel Tsangari   
919;919;Stanley;Nelson    
920;920;Takashi;Miike    
921;921;Bonni;Cohen    
922;922;Matthew;Tabak    
923;923;Austin;Chick    
924;924;Chris;Eska    
925;925;Kirsten;Sheridan    
926;926;John;Wells    
927;927;Alice;Winocour    
928;928;Cristi;Puiu    
929;929;James;C.E. Burke   
930;930;Jerusha;Hess    
931;931;Jay;Roach    
932;932;Baz;Luhrmann    
933;933;Gabe;Ibáñez    
934;934;Jeff;Feuerzeig    
935;935;Ellie;Kanner    
936;936;Paul;Schrader    
937;937;James;Felix McKenney   
938;938;Ra'up;McGee    
939;939;Joan;Chen    
940;940;Sadaf;Foroughi    
